genome	contig	hit_locus	hit_family	start	end	strand	nearby_markers
GCF_020405205.1	NZ_CP084469.1	NZ_CP084469.1_815	ArchPhaZ_patatin	790628	791611	+	
GCF_020405225.1	NZ_CP084472.1	NZ_CP084472.1_1201	ArchPhaZ_patatin	1072440	1073468	-	BdhA;PhaJ
GCF_020515625.1	NZ_JAIWPJ010000005.1	NZ_JAIWPJ010000005.1_77	ArchPhaZ_patatin	72735	73763	+	BdhA
GCF_020567525.1	NZ_JAJCVI010000005.1	NZ_JAJCVI010000005.1_343	ArchPhaZ_patatin	356810	357919	-	BdhA
GCF_022869805.1	NZ_CP094974.1	NZ_CP094974.1_556	ArchPhaZ_patatin	555521	556690	-	
GCF_022869805.1	NZ_CP094974.1	NZ_CP094974.1_3379	ArchPhaZ_patatin	3374660	3375697	+	BdhA
GCF_023008545.1	NZ_CP095397.1	NZ_CP095397.1_2849	ArchPhaZ_patatin	2748348	2749334	-	
GCF_023028225.1	NZ_CP095482.1	NZ_CP095482.1_1738	ArchPhaZ_patatin	1643882	1644883	-	BdhA
GCF_023028225.1	NZ_CP095482.1	NZ_CP095482.1_1902	ArchPhaZ_patatin	1783206	1784219	-	BdhA
GCF_023028345.1	NZ_CP095487.1	NZ_CP095487.1_347	ArchPhaZ_patatin	321768	322727	-	
GCF_023028345.1	NZ_CP095487.1	NZ_CP095487.1_3739	ArchPhaZ_patatin	3613521	3614573	-	BdhA
GCF_023074835.1	NZ_JALLGW010000001.1	NZ_JALLGW010000001.1_679	ArchPhaZ_patatin	676443	677426	+	
GCF_023115355.1	NZ_CP096022.1	NZ_CP096022.1_73	ArchPhaZ_patatin	74101	75234	+	
GCF_023566055.1	NZ_JALIQP010000004.1	NZ_JALIQP010000004.1_484	ArchPhaZ_patatin	472452	473486	+	BdhA
GCF_023698535.1	NZ_JALJCL010000014.1	NZ_JALJCL010000014.1_115	ArchPhaZ_patatin	106584	107543	+	BdhA
GCF_023698535.1	NZ_JALJCL010000016.1	NZ_JALJCL010000016.1_93	ArchPhaZ_patatin	76188	77216	+	BdhA
GCF_023699475.1	NZ_JALXFV010000003.1	NZ_JALXFV010000003.1_406	ArchPhaZ_patatin	406606	407601	-	
GCF_023703775.1	NZ_CP098514.1	NZ_CP098514.1_851	ArchPhaZ_patatin	805387	806352	+	BdhA
GCF_023703775.1	NZ_CP098514.1	NZ_CP098514.1_2204	ArchPhaZ_patatin	2100581	2101696	+	
GCF_023703795.1	NZ_CP098518.1	NZ_CP098518.1_2598	ArchPhaZ_patatin	2456416	2457381	-	BdhA
GCF_023913515.1	NZ_CP099391.1	NZ_CP099391.1_1581	ArchPhaZ_patatin	1553320	1554297	+	
GCF_024227435.1	NZ_CP100445.1	NZ_CP100445.1_370	ArchPhaZ_patatin	371150	372139	+	BdhA
GCF_024227715.1	NZ_CP100448.1	NZ_CP100448.1_330	ArchPhaZ_patatin	311860	312858	+	
GCF_024228315.1	NZ_CP100454.1	NZ_CP100454.1_1183	ArchPhaZ_patatin	1191850	1192860	+	
GCF_024228675.1	NZ_CP100463.1	NZ_CP100463.1_233	ArchPhaZ_patatin	240513	241478	-	BdhA
GCF_024266705.1	NZ_CP100756.1	NZ_CP100756.1_3355	ArchPhaZ_patatin	3396991	3397980	+	BdhA
GCF_024296685.1	NZ_CP100763.1	NZ_CP100763.1_1046	ArchPhaZ_patatin	1038615	1039604	+	BdhA
GCF_024298825.1	NZ_CP101153.1	NZ_CP101153.1_3474	ArchPhaZ_patatin	3607803	3608789	+	BdhA
GCF_024298885.1	NZ_CP101166.1	NZ_CP101166.1_2034	ArchPhaZ_patatin	2130684	2131634	-	BdhA
GCF_024298885.1	NZ_CP101166.1	NZ_CP101166.1_3496	ArchPhaZ_patatin	3642613	3643599	+	BdhA
GCF_024298905.1	NZ_CP101154.1	NZ_CP101154.1_2035	ArchPhaZ_patatin	1887241	1888194	+	BdhA
GCF_024362405.1	NZ_CP101454.1	NZ_CP101454.1_1513	ArchPhaZ_patatin	1496178	1496993	+	
GCF_024449025.1	NZ_JAHLKM010000018.1	NZ_JAHLKM010000018.1_24	ArchPhaZ_patatin	19231	20199	-	BdhA
GCF_024498175.1	NZ_CP101823.1	NZ_CP101823.1_1377	ArchPhaZ_patatin	1285225	1286184	+	BdhA
GCF_025231485.1	NZ_CP104003.1	NZ_CP104003.1_1269	ArchPhaZ_patatin	1163231	1164277	-	BdhA
GCF_025399835.1	NZ_JAODVR010000001.1	NZ_JAODVR010000001.1_464	ArchPhaZ_patatin	450013	450972	-	BdhA
GCF_025399835.1	NZ_JAODVR010000001.1	NZ_JAODVR010000001.1_2689	ArchPhaZ_patatin	2610368	2611366	-	
GCF_025517485.1	NZ_JAOPKB010000001.1	NZ_JAOPKB010000001.1_368	ArchPhaZ_patatin	385920	386918	-	
GCF_025517535.1	NZ_JAOPKC010000007.1	NZ_JAOPKC010000007.1_89	ArchPhaZ_patatin	84970	85935	+	BdhA
GCF_025629245.1	NZ_JANZXN010000032.1	NZ_JANZXN010000032.1_42	ArchPhaZ_patatin	35491	36456	+	BdhA
GCF_026410925.1	NZ_CP112972.1	NZ_CP112972.1_2988	ArchPhaZ_patatin	2990264	2991241	-	BdhA
GCF_026586625.1	NZ_JAODIW010000008.1	NZ_JAODIW010000008.1_393	ArchPhaZ_patatin	384703	385671	+	
GCF_026586665.1	NZ_JAODIY010000013.1	NZ_JAODIY010000013.1_267	ArchPhaZ_patatin	258339	259310	+	BdhA
GCF_026616195.1	NZ_JANHDH010000001.1	NZ_JANHDH010000001.1_691	ArchPhaZ_patatin	672221	673237	-	BdhA
GCF_026616195.1	NZ_JANHDH010000001.1	NZ_JANHDH010000001.1_2074	ArchPhaZ_patatin	2046102	2047061	-	BdhA
GCF_028274965.1	NZ_JAQCNO010000071.1	NZ_JAQCNO010000071.1_38	ArchPhaZ_patatin	37805	38764	-	
GCF_028275055.1	NZ_JAQCNJ010000077.1	NZ_JAQCNJ010000077.1_29	ArchPhaZ_patatin	29361	30014	-	BdhA
GCF_028275115.1	NZ_JAQCNH010000091.1	NZ_JAQCNH010000091.1_46	ArchPhaZ_patatin	42982	43998	-	BdhA
GCF_029229925.1	NZ_CP107254.1	NZ_CP107254.1_756	ArchPhaZ_patatin	783324	784289	-	
GCF_029229925.1	NZ_CP107254.1	NZ_CP107254.1_1203	ArchPhaZ_patatin	1218336	1219346	-	
GCF_029278565.1	NZ_CP119559.1	NZ_CP119559.1_973	ArchPhaZ_patatin	933619	934608	+	BdhA
GCF_029338195.1	NZ_CP119779.1	NZ_CP119779.1_2754	ArchPhaZ_patatin	2636888	2637883	-	BdhA
GCF_029338255.1	NZ_CP119787.1	NZ_CP119787.1_2544	ArchPhaZ_patatin	2391704	2392687	+	BdhA
GCF_029338275.1	NZ_CP119789.1	NZ_CP119789.1_2710	ArchPhaZ_patatin	2567546	2568529	+	BdhA
GCF_029338295.1	NZ_CP119791.1	NZ_CP119791.1_2785	ArchPhaZ_patatin	2549370	2550329	+	BdhA
GCF_029338315.1	NZ_CP119794.1	NZ_CP119794.1_864	ArchPhaZ_patatin	792907	793890	+	BdhA
GCF_029338315.1	NZ_CP119794.1	NZ_CP119794.1_949	ArchPhaZ_patatin	859158	859991	+	BdhA
GCF_029338515.1	NZ_CP119988.1	NZ_CP119988.1_2157	ArchPhaZ_patatin	2200704	2201747	+	BdhA
GCF_029338515.1	NZ_CP119988.1	NZ_CP119988.1_4308	ArchPhaZ_patatin	4406730	4407722	+	BdhA
GCF_029338575.1	NZ_CP119992.1	NZ_CP119992.1_234	ArchPhaZ_patatin	227244	228254	-	
GCF_029502005.1	NZ_JAMQOT010000005.1	NZ_JAMQOT010000005.1_366	ArchPhaZ_patatin	375862	376845	-	
GCF_029688845.1	NZ_JARUKW010000001.1	NZ_JARUKW010000001.1_336	ArchPhaZ_patatin	342955	343944	-	
GCF_029688865.1	NZ_JARUKV010000059.1	NZ_JARUKV010000059.1_5	ArchPhaZ_patatin	3596	4585	+	
GCF_030127105.1	NZ_CP126161.1	NZ_CP126161.1_3198	ArchPhaZ_patatin	3008760	3009761	-	BdhA
GCF_030287405.1	NZ_JASVVV010000003.1	NZ_JASVVV010000003.1_167	ArchPhaZ_patatin	140441	141406	+	
GCF_030553305.1	NZ_JARRAH010000001.1	NZ_JARRAH010000001.1_2129	ArchPhaZ_patatin	2021410	2022384	-	
GCF_030734285.1	NZ_CP132294.1	NZ_CP132294.1_989	ArchPhaZ_patatin	970624	971601	+	
GCF_030734285.1	NZ_CP132294.1	NZ_CP132294.1_1918	ArchPhaZ_patatin	1898977	1899963	+	
GCF_030848565.1	NZ_JAVDDV010000003.1	NZ_JAVDDV010000003.1_305	ArchPhaZ_patatin	286465	287436	+	
GCF_031624315.1	NZ_JAMQOM010000006.1	NZ_JAMQOM010000006.1_154	ArchPhaZ_patatin	146848	147807	+	
GCF_031624395.1	NZ_JAMQON010000001.1	NZ_JAMQON010000001.1_1550	ArchPhaZ_patatin	1426486	1427460	-	
GCF_031624395.1	NZ_JAMQON010000005.1	NZ_JAMQON010000005.1_66	ArchPhaZ_patatin	64977	65939	-	BdhA
GCF_031624605.1	NZ_JAMQOS010000004.1	NZ_JAMQOS010000004.1_17	ArchPhaZ_patatin	18744	19730	+	
GCF_031626495.1	NZ_JAMQOJ010000008.1	NZ_JAMQOJ010000008.1_227	ArchPhaZ_patatin	219673	220659	-	BdhA
GCF_032027985.1	NZ_JAHYBW010000004.1	NZ_JAHYBW010000004.1_253	ArchPhaZ_patatin	283016	283966	+	
GCF_032027985.1	NZ_JAHYBW010000006.1	NZ_JAHYBW010000006.1_116	ArchPhaZ_patatin	107975	108970	-	BdhA
GCF_032027985.1	NZ_JAHYBW010000009.1	NZ_JAHYBW010000009.1_161	ArchPhaZ_patatin	176924	177901	+	BdhA
GCF_034808145.1	NZ_JAXHGM010000011.1	NZ_JAXHGM010000011.1_29	ArchPhaZ_patatin	29752	30861	+	BdhA
GCF_035666295.1	NZ_CP142027.1	NZ_CP142027.1_2643	ArchPhaZ_patatin	2496945	2497934	-	BdhA
GCF_036397675.1	NZ_DASWIL010000027.1	NZ_DASWIL010000027.1_126	ArchPhaZ_patatin	107860	108924	+	
GCF_036429475.1	NZ_CP144125.1	NZ_CP144125.1_1655	ArchPhaZ_patatin	1550741	1551709	-	BdhA
GCF_036584055.1	NZ_CP144461.1	NZ_CP144461.1_16	ArchPhaZ_patatin	15934	16926	+	BdhA
GCF_036584055.1	NZ_CP144461.1	NZ_CP144461.1_2095	ArchPhaZ_patatin	1977878	1978711	+	
GCF_036584055.1	NZ_CP144461.1	NZ_CP144461.1_3610	ArchPhaZ_patatin	3431266	3432258	+	
GCF_037031225.1	NZ_JAYEZN010000001.1	NZ_JAYEZN010000001.1_615	ArchPhaZ_patatin	595725	596687	-	
GCF_037031225.1	NZ_JAYEZN010000001.1	NZ_JAYEZN010000001.1_1414	ArchPhaZ_patatin	1429228	1430250	-	
GCF_037031225.1	NZ_JAYEZN010000001.1	NZ_JAYEZN010000001.1_1765	ArchPhaZ_patatin	1779563	1780522	+	BdhA
GCF_037078405.1	NZ_JAYMGZ010000003.1	NZ_JAYMGZ010000003.1_581	ArchPhaZ_patatin	609801	610796	+	BdhA
GCF_037080055.1	NZ_JBAOJI010000001.1	NZ_JBAOJI010000001.1_403	ArchPhaZ_patatin	397934	398926	-	BdhA
GCF_037080055.1	NZ_JBAOJI010000015.1	NZ_JBAOJI010000015.1_2	ArchPhaZ_patatin	122	1090	+	
GCF_037081675.1	NZ_JAZAQL010000001.1	NZ_JAZAQL010000001.1_1338	ArchPhaZ_patatin	1349454	1350530	-	BdhA
GCF_037081675.1	NZ_JAZAQL010000002.1	NZ_JAZAQL010000002.1_944	ArchPhaZ_patatin	986798	987826	-	BdhA
GCF_037081715.1	NZ_JAZDDH010000001.1	NZ_JAZDDH010000001.1_1210	ArchPhaZ_patatin	1153045	1154043	-	
GCF_037081715.1	NZ_JAZDDH010000002.1	NZ_JAZDDH010000002.1_228	ArchPhaZ_patatin	207431	208426	-	BdhA
GCF_037081775.1	NZ_JBAMHQ010000001.1	NZ_JBAMHQ010000001.1_1962	ArchPhaZ_patatin	1797439	1798401	-	BdhA
GCF_037198285.1	NZ_CP147243.1	NZ_CP147243.1_1694	ArchPhaZ_patatin	1540109	1541071	-	BdhA
GCF_037335815.1	NZ_CP147841.1	NZ_CP147841.1_1552	ArchPhaZ_patatin	1634024	1635190	+	BdhA
GCF_037335815.1	NZ_CP147842.1	NZ_CP147842.1_360	ArchPhaZ_patatin	327171	328136	+	BdhA
GCF_037338445.1	NZ_CP147838.1	NZ_CP147838.1_1829	ArchPhaZ_patatin	1689081	1690046	-	BdhA
GCF_037338445.1	NZ_CP147838.1	NZ_CP147838.1_2153	ArchPhaZ_patatin	1989649	1990659	-	BdhA
GCF_037447015.1	NZ_JBBIHK010000007.1	NZ_JBBIHK010000007.1_9	ArchPhaZ_patatin	12575	13705	+	
GCF_037645885.1	NZ_JBBENW010000002.1	NZ_JBBENW010000002.1_129	ArchPhaZ_patatin	117167	118174	-	BdhA
GCF_037645885.1	NZ_JBBENW010000002.1	NZ_JBBENW010000002.1_407	ArchPhaZ_patatin	393469	394254	-	BdhA
GCF_037914945.1	NZ_CP149787.1	NZ_CP149787.1_3457	ArchPhaZ_patatin	3485558	3486589	-	
GCF_041205745.1	NZ_JBGFCC010000004.1	NZ_JBGFCC010000004.1_380	ArchPhaZ_patatin	425364	426425	+	BdhA
GCF_041821085.1	NZ_JBGUAZ010000014.1	NZ_JBGUAZ010000014.1_24	ArchPhaZ_patatin	18510	19484	+	BdhA
GCF_042216475.1	NZ_JBDGTV010000020.1	NZ_JBDGTV010000020.1_37	ArchPhaZ_patatin	31882	32886	+	PhaC;PhaE
GCF_042663545.1	NZ_JBHTAO010000001.1	NZ_JBHTAO010000001.1_2106	ArchPhaZ_patatin	2081441	2082403	+	BdhA
GCF_042663585.1	NZ_JBHTAN010000006.1	NZ_JBHTAN010000006.1_653	ArchPhaZ_patatin	588183	589148	+	BdhA
GCF_042678045.1	NZ_JBHUDI010000001.1	NZ_JBHUDI010000001.1_521	ArchPhaZ_patatin	516284	517270	+	
GCF_042678045.1	NZ_JBHUDI010000008.1	NZ_JBHUDI010000008.1_16	ArchPhaZ_patatin	12882	13856	-	BdhA
GCF_043677095.1	NZ_JBHLJR010000004.1	NZ_JBHLJR010000004.1_92	ArchPhaZ_patatin	94377	95366	-	
GCF_043677095.1	NZ_JBHLJR010000006.1	NZ_JBHLJR010000006.1_394	ArchPhaZ_patatin	393398	394438	+	
GCF_046097095.1	NZ_CP175698.1	NZ_CP175698.1_3491	ArchPhaZ_patatin	3513751	3514737	+	
GCF_046483325.1	NZ_JAWODL010000038.1	NZ_JAWODL010000038.1_152	ArchPhaZ_patatin	149898	150863	+	BdhA
GCF_046710025.1	NZ_JBKEGK010000050.1	NZ_JBKEGK010000050.1_4	ArchPhaZ_patatin	2233	3198	+	PhaJ
GCF_047711255.1	NZ_JBLNIH010000001.1	NZ_JBLNIH010000001.1_628	ArchPhaZ_patatin	562054	563289	+	
GCF_047711255.1	NZ_JBLNIH010000003.1	NZ_JBLNIH010000003.1_114	ArchPhaZ_patatin	87124	88263	-	
GCF_047711275.1	NZ_JBLNIG010000002.1	NZ_JBLNIG010000002.1_800	ArchPhaZ_patatin	778421	779671	-	
GCF_047711275.1	NZ_JBLNIG010000002.1	NZ_JBLNIG010000002.1_805	ArchPhaZ_patatin	783747	784442	-	
GCF_047711275.1	NZ_JBLNIG010000004.1	NZ_JBLNIG010000004.1_266	ArchPhaZ_patatin	256393	257697	+	
GCF_047921035.1	NZ_JBLRWX010000004.1	NZ_JBLRWX010000004.1_69	ArchPhaZ_patatin	69981	70970	-	
GCF_049603855.1	NZ_CP187146.1	NZ_CP187146.1_751	ArchPhaZ_patatin	752850	753806	+	
GCF_049605515.1	NZ_CP187158.1	NZ_CP187158.1_1229	ArchPhaZ_patatin	1157698	1158726	+	BdhA
GCF_049605515.1	NZ_CP187158.1	NZ_CP187158.1_2291	ArchPhaZ_patatin	2243163	2244122	+	BdhA
GCF_049605515.1	NZ_CP187158.1	NZ_CP187158.1_3589	ArchPhaZ_patatin	3492938	3493906	+	
GCF_049605515.1	NZ_CP187157.1	NZ_CP187157.1_47	ArchPhaZ_patatin	39134	40162	+	BdhA
GCF_050748925.1	NZ_JBOGQF010000011.1	NZ_JBOGQF010000011.1_27	ArchPhaZ_patatin	19353	20495	+	
GCF_050748925.1	NZ_JBOGQF010000091.1	NZ_JBOGQF010000091.1_6	ArchPhaZ_patatin	2949	4019	-	
GCF_051122755.1	NZ_CP184844.1	NZ_CP184844.1_2283	ArchPhaZ_patatin	2130289	2131272	-	
GCF_051195035.1	NZ_JBNTJV010000003.1	NZ_JBNTJV010000003.1_712	ArchPhaZ_patatin	686381	687301	-	
GCF_051195035.1	NZ_JBNTJV010000005.1	NZ_JBNTJV010000005.1_94	ArchPhaZ_patatin	102692	103657	+	BdhA
GCF_051207375.1	NZ_JBPJZD010000001.1	NZ_JBPJZD010000001.1_1913	ArchPhaZ_patatin	1833142	1834140	-	
GCF_051207375.1	NZ_JBPJZD010000002.1	NZ_JBPJZD010000002.1_818	ArchPhaZ_patatin	803448	804407	-	BdhA
GCF_051207395.1	NZ_JBPJZC010000001.1	NZ_JBPJZC010000001.1_1920	ArchPhaZ_patatin	1840312	1841277	-	BdhA
GCF_051207415.1	NZ_JBPKGD010000001.1	NZ_JBPKGD010000001.1_1147	ArchPhaZ_patatin	1171811	1172773	+	
GCF_051207415.1	NZ_JBPKGD010000003.1	NZ_JBPKGD010000003.1_434	ArchPhaZ_patatin	407716	408735	+	BdhA
GCF_051207415.1	NZ_JBPKGD010000005.1	NZ_JBPKGD010000005.1_185	ArchPhaZ_patatin	197370	198416	+	
GCF_051208015.1	NZ_JBPKGF010000001.1	NZ_JBPKGF010000001.1_540	ArchPhaZ_patatin	511307	512302	-	
GCF_051414035.1	NZ_JBLKNW010000001.1	NZ_JBLKNW010000001.1_2001	ArchPhaZ_patatin	2129939	2130928	-	BdhA
GCF_051414055.1	NZ_JBLKNX010000011.1	NZ_JBLKNX010000011.1_122	ArchPhaZ_patatin	134003	135019	-	BdhA
GCF_051414115.1	NZ_JBLKNZ010000001.1	NZ_JBLKNZ010000001.1_49	ArchPhaZ_patatin	40477	41490	-	BdhA
GCF_051414135.1	NZ_JBLKOA010000002.1	NZ_JBLKOA010000002.1_383	ArchPhaZ_patatin	387604	388593	+	BdhA
GCF_051801355.1	NZ_CP196560.1	NZ_CP196560.1_994	ArchPhaZ_patatin	955662	956621	-	BdhA
GCF_052040125.1	NZ_JBPPFV010000001.1	NZ_JBPPFV010000001.1_1731	ArchPhaZ_patatin	1750344	1751306	+	BdhA
GCF_052040125.1	NZ_JBPPFV010000002.1	NZ_JBPPFV010000002.1_1295	ArchPhaZ_patatin	1295110	1296081	+	
GCF_052040145.1	NZ_JBPPFW010000001.1	NZ_JBPPFW010000001.1_1233	ArchPhaZ_patatin	1183177	1184148	+	
GCF_052040145.1	NZ_JBPPFW010000003.1	NZ_JBPPFW010000003.1_208	ArchPhaZ_patatin	204722	205684	-	BdhA
GCF_900100335.1	NZ_FNFE01000002.1	NZ_FNFE01000002.1_816	ArchPhaZ_patatin	800455	801426	+	
GCF_900104065.1	NZ_FNLC01000001.1	NZ_FNLC01000001.1_223	ArchPhaZ_patatin	220506	221471	-	
GCF_900110215.1	NZ_FOCX01000003.1	NZ_FOCX01000003.1_226	ArchPhaZ_patatin	215103	216062	-	BdhA
GCF_900110465.1	NZ_FODV01000014.1	NZ_FODV01000014.1_23	ArchPhaZ_patatin	14636	15628	-	
GCF_900110465.1	NZ_FODV01000003.1	NZ_FODV01000003.1_109	ArchPhaZ_patatin	104456	105475	+	
GCF_900110865.1	NZ_FOFD01000001.1	NZ_FOFD01000001.1_589	ArchPhaZ_patatin	582624	583640	-	
GCF_900110865.1	NZ_FOFD01000005.1	NZ_FOFD01000005.1_233	ArchPhaZ_patatin	270052	271089	+	BdhA
GCF_900111485.1	NZ_FOIC01000004.1	NZ_FOIC01000004.1_269	ArchPhaZ_patatin	256088	257074	+	
GCF_900111485.1	NZ_FOIC01000024.1	NZ_FOIC01000024.1_12	ArchPhaZ_patatin	10604	11578	-	BdhA
GCF_900112205.1	NZ_FOKW01000027.1	NZ_FOKW01000027.1_3	ArchPhaZ_patatin	1113	2129	+	
GCF_900114455.1	NZ_FOTC01000006.1	NZ_FOTC01000006.1_86	ArchPhaZ_patatin	94829	96094	-	
GCF_900143675.1	NZ_FRFC01000005.1	NZ_FRFC01000005.1_204	ArchPhaZ_patatin	192870	193994	-	
GCF_900143675.1	NZ_FRFC01000003.1	NZ_FRFC01000003.1_758	ArchPhaZ_patatin	648927	649967	-	PhaC;PhaE
GCF_900156475.1	NZ_FTNR01000003.1	NZ_FTNR01000003.1_271	ArchPhaZ_patatin	258310	259335	+	BdhA
GCF_900156475.1	NZ_FTNR01000013.1	NZ_FTNR01000013.1_61	ArchPhaZ_patatin	75711	76733	-	BdhA
GCF_900167955.1	NZ_FUYK01000013.1	NZ_FUYK01000013.1_93	ArchPhaZ_patatin	65369	66442	-	PhaC;PhaE
GCF_900167955.1	NZ_FUYK01000001.1	NZ_FUYK01000001.1_57	ArchPhaZ_patatin	52127	53617	-	PhaJ
GCF_900177045.1	NZ_LT841358.1	NZ_LT841358.1_946	ArchPhaZ_patatin	821500	822573	-	
GCF_900196725.1	NZ_FZMP01000178.1	NZ_FZMP01000178.1_51	ArchPhaZ_patatin	45713	46690	+	
GCF_900196725.1	NZ_FZMP01000011.1	NZ_FZMP01000011.1_6	ArchPhaZ_patatin	4522	5361	-	
GCF_900696045.1	NZ_LR216287.1	NZ_LR216287.1_1120	ArchPhaZ_patatin	1170105	1171487	+	
GCF_900696045.1	NZ_LR216287.1	NZ_LR216287.1_1846	ArchPhaZ_patatin	1931238	1932482	-	
GCF_900696045.1	NZ_LR216287.1	NZ_LR216287.1_2104	ArchPhaZ_patatin	2183493	2184701	-	
GCF_900696045.1	NZ_LR216287.1	NZ_LR216287.1_2143	ArchPhaZ_patatin	2222283	2223530	+	
GCF_900696045.1	NZ_LR216287.1	NZ_LR216287.1_2161	ArchPhaZ_patatin	2240594	2241901	+	BdhA
GCF_900880625.1	NZ_CAAHFB010000002.1	NZ_CAAHFB010000002.1_5	ArchPhaZ_patatin	3858	4826	-	BdhA
GCF_963457545.1	NZ_OY734802.1	NZ_OY734802.1_191	ArchPhaZ_patatin	158738	159994	-	
GCF_965223225.1	NZ_CBDCVU010000004.1	NZ_CBDCVU010000004.1_1308	ArchPhaZ_patatin	1112015	1113127	+	
