genome	patatin_copies
GCA_043739265.1	1
GCA_043739325.1	2
GCA_043739385.1	3
GCA_043739605.1	1
GCA_043739745.1	1
GCA_043740415.1	2
GCA_043740635.1	1
GCA_043741375.1	3
GCA_043741415.1	2
GCA_043741435.1	1
GCA_043741455.1	1
GCA_043741695.1	3
GCA_043742085.1	1
GCA_043742485.1	3
GCA_043742625.1	1
GCA_043742745.1	2
GCA_043742765.1	1
GCA_043742805.1	1
GCA_043742865.1	1
GCA_043743335.1	3
GCA_043743675.1	1
GCA_043743785.1	1
GCA_043743835.1	2
GCA_043743975.1	1
GCA_043744135.1	1
GCA_043744175.1	1
GCA_043744215.1	1
GCA_043744255.1	2
GCA_043744295.1	1
GCA_043744315.1	6
GCA_043744375.1	1
GCA_043744805.1	2
GCA_043744855.1	2
GCA_043745075.1	1
GCA_043745345.1	1
GCA_043745425.1	1
GCA_043745515.1	1
GCA_043745625.1	1
GCA_043746005.1	3
GCA_043746065.1	2
GCA_043746145.1	1
GCA_043746455.1	3
GCA_043746535.1	1
GCA_043746555.1	1
GCA_043746675.1	1
GCA_043746825.1	2
GCA_043747295.1	2
GCA_043747435.1	1
GCA_043747445.1	1
GCA_043747515.1	1
GCA_043747615.1	1
GCA_043747835.1	1
GCA_043748075.1	2
GCA_043748375.1	2
GCA_043748455.1	2
GCA_043748965.1	2
GCA_043749005.1	1
GCA_043749095.1	3
GCA_043749245.1	1
GCA_043749385.1	2
GCA_043749525.1	1
GCA_043749575.1	2
GCA_043749835.1	1
GCA_043749975.1	2
GCA_043750075.1	1
GCA_043750095.1	1
GCA_043750125.1	1
GCA_043750435.1	2
GCA_043750895.1	1
GCA_043751915.1	1
GCA_043751985.1	2
GCA_043752035.1	2
GCA_043752405.1	1
GCA_043752435.1	1
GCA_043752905.1	2
GCA_043753165.1	1
GCA_043753505.1	1
GCA_043753685.1	2
GCA_043753755.1	2
GCA_043753855.1	1
GCA_043754255.1	1
GCA_043754435.1	1
GCA_043754745.1	1
GCA_043755175.1	2
GCA_043755615.1	2
GCA_043755865.1	3
GCA_043756275.1	5
GCA_043756405.1	1
GCA_043756645.1	1
GCA_043756805.1	1
GCA_043756885.1	1
GCA_043756905.1	2
GCA_043757205.1	1
GCA_043757245.1	2
GCA_043757405.1	1
GCA_043757515.1	1
GCA_043757535.1	2
GCA_043757735.1	1
GCA_043758105.1	1
GCA_043758415.1	2
GCA_043758475.1	3
GCA_043758495.1	1
GCA_043758575.1	4
GCA_043758715.1	2
GCA_043758735.1	1
GCA_043758755.1	1
GCA_043759115.1	2
GCA_043759315.1	1
GCA_043759355.1	1
GCA_043759455.1	1
GCA_043759535.1	2
GCA_043759735.1	3
GCA_043760045.1	2
GCA_043760065.1	1
GCA_043760085.1	2
GCA_043760555.1	1
GCA_043760705.1	1
GCA_043761745.1	1
GCA_043762325.1	3
GCA_043762595.1	1
GCA_043763155.1	2
GCA_043763445.1	1
GCA_043764015.1	3
GCA_043764595.1	2
GCA_043764955.1	2
GCA_043765215.1	1
GCA_043765375.1	1
GCA_043765495.1	2
GCA_043765595.1	1
GCA_043765635.1	2
GCA_043766725.1	1
GCA_043766895.1	1
GCA_043766965.1	2
GCA_043766985.1	2
GCA_043767065.1	1
GCA_043767985.1	1
GCA_043768625.1	5
GCA_043769005.1	2
GCA_043769055.1	2
GCA_043769085.1	1
GCA_043769295.1	1
GCA_043769625.1	2
GCA_043769975.1	1
GCA_043771315.1	3
GCA_043772355.1	2
GCA_043772375.1	2
GCA_043772415.1	3
GCA_043772435.1	2
GCA_043773025.1	2
GCA_043773745.1	2
GCA_043774625.1	3
GCA_043774765.1	3
GCA_043774975.1	1
GCA_043775055.1	3
GCA_043775155.1	1
GCA_043775255.1	3
GCA_043775395.1	1
GCA_043775605.1	1
GCA_043776025.1	1
GCA_043776165.1	2
GCA_043776215.1	3
GCA_043776275.1	1
GCA_043776635.1	1
GCA_043777275.1	1
GCA_043777615.1	1
GCA_043777635.1	1
GCA_043777675.1	2
GCA_043777795.1	2
GCA_043778145.1	3
GCA_043778205.1	3
GCA_043778625.1	1
GCA_043778695.1	1
GCA_043778785.1	1
GCA_043778995.1	1
GCA_043779145.1	2
GCA_043779845.1	1
GCA_043779865.1	3
GCA_043780475.1	2
GCA_043780895.1	1
GCA_043781295.1	3
GCA_043782015.1	2
GCA_043782125.1	2
GCA_043782305.1	2
GCA_043782425.1	3
GCA_043782525.1	1
GCA_043782545.1	1
GCA_043782755.1	2
GCA_043782835.1	1
GCA_043784125.1	3
GCA_043784265.1	1
GCA_043784465.1	1
GCA_043784585.1	2
GCA_043784605.1	2
GCA_043784625.1	1
GCA_043784745.1	1
GCA_043784785.1	1
GCA_043785265.1	1
GCA_043785395.1	1
GCA_043785585.1	2
GCA_043786185.1	3
GCA_043786265.1	1
GCA_043786385.1	1
GCA_043787435.1	1
GCA_043787455.1	1
GCA_043787615.1	4
GCA_043788115.1	1
GCA_043788685.1	2
GCA_043789255.1	1
GCA_043793345.1	2
GCA_043798385.1	1
GCA_043801965.1	1
GCA_043806755.1	1
GCA_043811435.1	2
GCA_043822005.1	1
GCA_043826925.1	2
GCA_044220535.1	1
GCA_044220545.1	2
GCA_044220635.1	2
GCA_044220955.1	1
GCA_044220975.1	3
GCA_044221335.1	1
GCA_044221445.1	1
GCA_044221765.1	2
GCA_044221805.1	3
GCA_044221885.1	1
GCA_044221905.1	1
GCA_044222395.1	2
GCA_044222475.1	2
GCA_044222685.1	3
GCA_044223035.1	3
GCA_044223185.1	3
GCA_044223235.1	2
GCA_044223435.1	1
GCA_044223505.1	2
GCA_044223515.1	1
GCA_044223585.1	2
GCA_044223665.1	1
GCA_044224175.1	3
GCA_044224255.1	4
GCA_044224285.1	1
GCA_044224315.1	2
GCA_044224405.1	1
GCA_044224495.1	2
GCA_044224605.1	1
GCA_044224695.1	1
GCA_044224815.1	3
GCA_044225035.1	2
GCA_044225205.1	1
GCA_044225265.1	4
GCA_044225355.1	1
GCA_044225415.1	1
GCA_044225625.1	2
GCA_044225675.1	3
GCA_044225845.1	3
GCA_044225865.1	2
GCA_044226035.1	1
GCA_044226195.1	1
GCA_044226255.1	3
GCA_044226265.1	4
GCA_044226395.1	1
GCA_044226465.1	5
GCA_044226535.1	3
GCA_044226655.1	1
GCA_044226685.1	4
GCA_044226775.1	4
GCA_044226785.1	1
GCA_044226865.1	1
GCA_044226875.1	3
GCA_044227045.1	1
GCA_044227145.1	1
GCA_044227235.1	1
GCA_044227265.1	3
GCA_044228225.1	1
GCA_044228505.1	1
GCA_044228625.1	2
GCA_044228695.1	1
GCA_044228795.1	1
GCA_044229235.1	4
GCA_044229315.1	2
GCA_044229535.1	1
GCA_044229775.1	3
GCA_044229835.1	3
GCA_044229885.1	3
GCA_044229975.1	2
GCA_044230055.1	1
GCA_044230355.1	2
GCA_044230415.1	3
GCA_044230495.1	1
GCA_044232905.1	1
GCA_044233645.1	2
GCA_044233655.1	1
GCA_044234005.1	1
GCA_044235135.1	3
GCA_044235405.1	1
GCA_044235875.1	1
GCA_044236185.1	2
GCA_044237595.1	2
GCA_044237945.1	1
GCA_044237995.1	1
GCA_044238215.1	1
GCA_044238405.1	1
GCA_044238845.1	2
GCA_044238855.1	1
GCA_044238965.1	1
GCA_044239605.1	1
GCA_044239675.1	1
GCA_044240245.1	1
GCA_044337585.1	1
GCA_044337805.1	1
GCA_044338955.1	2
GCA_044339125.1	1
GCA_044339175.1	4
GCA_044339205.1	2
GCA_044339985.1	1
GCA_044340025.1	1
GCA_044340265.1	1
GCA_044340335.1	1
GCA_044341105.1	1
GCA_044341625.1	2
GCA_044342265.1	2
GCA_044342535.1	4
GCA_044342755.1	1
GCA_044343785.1	1
GCA_044344025.1	1
GCA_044344175.1	2
GCA_044344235.1	1
GCA_044344385.1	2
GCA_044344525.1	1
GCA_044344795.1	1
GCA_044344875.1	1
GCA_044344935.1	1
GCA_044345715.1	2
GCA_044345845.1	2
GCA_044345955.1	1
GCA_044346035.1	2
GCA_044346055.1	3
GCA_044346435.1	1
GCA_044346675.1	3
GCA_044346745.1	1
GCA_044347465.1	2
GCA_044347535.1	1
GCA_044347965.1	1
GCA_044348035.1	3
GCA_044348345.1	3
GCA_044348785.1	1
GCA_044348925.1	2
GCA_044349155.1	1
GCA_044349375.1	1
GCA_044349465.1	1
GCA_044350025.1	1
GCA_044351195.1	1
GCA_044351685.1	1
GCA_044352155.1	1
GCA_044352295.1	2
GCA_044352515.1	1
GCA_044352985.1	2
GCA_044353075.1	1
GCA_044353325.1	1
GCA_044353855.1	1
GCA_044354115.1	1
GCA_044354435.1	1
GCA_044354655.1	1
GCA_044355315.1	1
GCA_044355655.1	2
GCA_044355755.1	2
GCA_044355765.1	1
GCA_044356015.1	3
GCA_044356095.1	2
GCA_044356115.1	1
GCA_044356395.1	1
GCA_044356525.1	1
GCA_044356535.1	2
GCA_044356745.1	1
GCA_044356795.1	1
GCA_044357185.1	1
GCA_044357665.1	2
GCA_044357705.1	1
GCA_044357745.1	2
GCA_044357775.1	1
GCA_044357955.1	1
GCA_044358135.1	1
GCA_044358965.1	1
GCA_044359465.1	1
GCA_044359525.1	2
GCA_044359585.1	1
GCA_044359765.1	1
GCA_044360025.1	1
GCA_044360105.1	2
GCA_044360575.1	1
GCA_044360785.1	2
GCA_044361705.1	1
GCA_044361745.1	1
GCA_044361935.1	1
GCA_044362035.1	1
GCA_044368415.1	3
GCA_044368425.1	1
GCA_044369215.1	1
GCA_044369275.1	2
GCA_044370335.1	1
GCA_044370375.1	1
GCA_044370735.1	1
GCA_044370795.1	1
GCA_044371205.1	1
GCA_044371545.1	1
GCA_044371895.1	2
GCA_044372165.1	1
GCA_044373065.1	1
GCA_044373325.1	1
GCA_044373565.1	1
GCA_044373655.1	2
GCA_044373875.1	3
GCA_044374175.1	1
GCA_044375195.1	2
GCA_044375895.1	1
GCA_044376085.1	1
GCA_044376115.1	2
GCA_044376125.1	1
GCA_044376155.1	1
GCA_044376435.1	1
GCA_044376885.1	1
GCA_044377715.1	1
GCA_044377795.1	4
GCA_044378015.1	1
GCA_044378065.1	1
GCA_044378095.1	1
GCA_044379055.1	2
GCA_044440135.1	1
GCA_044445195.1	2
GCA_044445225.1	4
GCA_044445305.1	1
GCA_044445585.1	2
GCA_044445785.1	1
GCA_044445925.1	3
GCA_044445965.1	3
GCA_044448845.1	1
GCA_044456955.1	2
GCA_044463945.1	2
GCA_044464625.1	2
GCA_044464665.1	2
GCA_044464765.1	2
GCA_044506225.1	2
GCA_044506405.1	1
GCA_044506555.1	1
GCA_044507075.1	2
GCA_044507405.1	4
GCA_044507525.1	3
GCA_044507625.1	1
GCA_044507735.1	3
GCA_044508625.1	2
GCA_044508835.1	2
GCA_044508875.1	1
GCA_044626655.1	2
GCA_044772375.2	2
GCA_044865965.1	2
GCA_044866005.1	1
GCA_044866195.1	1
GCA_044867425.1	2
GCA_044867545.1	2
GCA_044867805.1	2
GCA_044867945.1	1
GCA_044868325.1	1
GCA_044869575.1	1
GCA_044869655.1	3
GCA_044870035.1	1
GCA_044870155.1	2
GCA_044870245.1	3
GCA_044870335.1	2
GCA_044870745.1	5
GCA_044870765.1	2
GCA_044871085.1	1
GCA_045047105.1	1
GCA_045104955.1	1
GCA_045105075.1	1
GCA_045105195.1	1
GCA_045105395.1	1
GCA_045105735.1	1
GCA_045106135.1	1
GCA_045106175.1	1
GCA_045106195.1	1
GCA_045106275.1	1
GCA_045106555.1	1
GCA_045106595.1	1
GCA_045106715.1	1
GCA_045106815.1	2
GCA_045106855.1	1
GCA_045106875.1	2
GCA_045106895.1	2
GCA_045107035.1	1
GCA_045107155.1	1
GCA_045110475.1	1
GCA_045110495.1	1
GCA_045291465.1	1
GCA_045377275.1	1
GCA_045403155.1	2
GCA_045403275.1	2
GCA_045430275.1	2
GCA_045430285.1	1
GCA_045430295.1	1
GCA_045430305.1	1
GCA_045430345.1	1
GCA_045546255.1	1
GCA_045577235.1	1
GCA_045616365.1	1
GCA_045630225.1	1
GCA_045638885.1	1
GCA_045802365.1	1
GCA_045802495.1	2
GCA_045802665.1	2
GCA_045802735.1	1
GCA_045802855.1	1
GCA_045805065.1	1
GCA_045805185.1	3
GCA_045805465.1	1
GCA_045805505.1	1
GCA_045805545.1	2
GCA_045805605.1	1
GCA_045806785.1	1
GCA_045806805.1	1
GCA_045806825.1	1
GCA_045806885.1	1
GCA_045806925.1	1
GCA_045807325.1	2
GCA_045808425.1	5
GCA_045809185.1	1
GCA_045809585.1	1
GCA_045809625.1	4
GCA_045810015.1	2
GCA_045810085.1	1
GCA_045810225.1	1
GCA_045810245.1	2
GCA_045810265.1	6
GCA_045810285.1	5
GCA_045810445.1	2
GCA_045810465.1	2
GCA_045810485.1	4
GCA_045810505.1	3
GCA_045810625.1	1
GCA_045810725.1	1
GCA_045811525.1	4
GCA_045811545.1	3
GCA_045811565.1	2
GCA_045811665.1	5
GCA_045862935.1	1
GCA_045863235.1	1
GCA_045864135.1	4
GCA_046045765.1	2
GCA_046045865.1	3
GCA_046045925.1	1
GCA_046045995.1	1
GCA_046046005.1	1
GCA_046046045.1	2
GCA_046046075.1	1
GCA_046046715.1	1
GCA_046046915.1	2
GCA_046047055.1	2
GCA_046047535.1	1
GCA_046047855.1	1
GCA_046048295.1	2
GCA_046049785.1	1
GCA_046049865.1	2
GCA_046050465.1	2
GCA_046050625.1	1
GCA_046051725.1	1
GCA_046052145.1	3
GCA_046052765.1	1
GCA_046052785.1	1
GCA_046052805.1	5
GCA_046063245.1	1
GCA_046063275.1	2
GCA_046074825.1	1
GCA_046074905.1	2
GCA_046075485.1	2
GCA_046076605.1	1
GCA_046076625.1	2
GCA_046082065.1	1
GCA_046087245.1	1
GCA_046090565.1	1
GCA_046090895.1	1
GCA_046091865.1	1
GCA_046094425.1	2
GCA_046094505.1	2
GCA_046112185.1	2
GCA_046153355.1	1
GCA_046153565.1	1
GCA_046153685.1	1
GCA_046153865.1	2
GCA_046153995.1	2
GCA_046154065.1	1
GCA_046154125.1	3
GCA_046154225.1	2
GCA_046154585.1	6
GCA_046154645.1	3
GCA_046154725.1	2
GCA_046154965.1	4
GCA_046155055.1	2
GCA_046155125.1	2
GCA_046155225.1	4
GCA_046155535.1	2
GCA_046155885.1	2
GCA_046160305.1	1
GCA_046160365.1	2
GCA_046160545.1	4
GCA_046160585.1	2
GCA_046160725.1	2
GCA_046160845.1	2
GCA_046233115.1	2
GCA_046233135.1	1
GCA_046260345.1	1
GCA_046260515.1	2
GCA_046262415.1	1
GCA_046262475.1	1
GCA_046263015.1	2
GCA_046263255.1	2
GCA_046271875.1	1
GCA_046289305.1	1
GCA_046289335.1	2
GCA_046289925.1	1
GCA_046290045.1	1
GCA_046290225.1	1
GCA_046290265.1	1
GCA_046290415.1	2
GCA_046290575.1	1
GCA_046290585.1	1
GCA_046290645.1	1
GCA_046290715.1	1
GCA_046291055.1	1
GCA_046291395.1	1
GCA_046291585.1	1
GCA_046291745.1	1
GCA_046291795.1	1
GCA_046291915.1	1
GCA_046291925.1	1
GCA_046292265.1	1
GCA_046292325.1	1
GCA_046292405.1	2
GCA_046292445.1	1
GCA_046292645.1	1
GCA_046292705.1	1
GCA_046292765.1	1
GCA_046292785.1	2
GCA_046293015.1	1
GCA_046293075.1	2
GCA_046293135.1	3
GCA_046293975.1	1
GCA_046294075.1	1
GCA_046294265.1	1
GCA_046294345.1	1
GCA_046294755.1	2
GCA_046294815.1	2
GCA_046294955.1	1
GCA_046295035.1	1
GCA_046295155.1	1
GCA_046295215.1	1
GCA_046295615.1	2
GCA_046295695.1	2
GCA_046295975.1	3
GCA_046296195.1	2
GCA_046296275.1	1
GCA_046296475.1	3
GCA_046296515.1	1
GCA_046296675.1	1
GCA_046297455.1	1
GCA_046297695.1	1
GCA_046297855.1	3
GCA_046299355.1	2
GCA_046299465.1	1
GCA_046302135.1	1
GCA_046303055.1	1
GCA_046304115.1	1
GCA_046304235.1	1
GCA_046304295.1	1
GCA_046305855.1	1
GCA_046309355.1	1
GCA_046309815.1	1
GCA_046313895.1	1
GCA_046313915.1	2
GCA_046314055.1	1
GCA_046314095.1	1
GCA_046314475.1	3
GCA_046314755.1	1
GCA_046316025.1	2
GCA_046316515.1	1
GCA_046317675.1	2
GCA_046318395.1	2
GCA_046318415.1	3
GCA_046318595.1	1
GCA_046318695.1	1
GCA_046328075.1	2
GCA_046329325.1	1
GCA_046330255.1	1
GCA_046330515.1	1
GCA_046330595.1	1
GCA_046330955.1	1
GCA_046331125.1	2
GCA_046331705.1	2
GCA_046335555.1	1
GCA_046336365.1	1
GCA_046339595.1	1
GCA_046341655.1	1
GCA_046342195.1	2
GCA_046342295.1	1
GCA_046343415.1	2
GCA_046344715.1	1
GCA_046344875.1	2
GCA_046345155.1	3
GCA_046345275.1	1
GCA_046346875.1	3
GCA_046346945.1	1
GCA_046347015.1	1
GCA_046347035.1	1
GCA_046347195.1	1
GCA_046347255.1	1
GCA_046347315.1	1
GCA_046347475.1	1
GCA_046347555.1	1
GCA_046347625.1	4
GCA_046347635.1	1
GCA_046347685.1	2
GCA_046347715.1	2
GCA_046347725.1	2
GCA_046347755.1	2
GCA_046347835.1	3
GCA_046347845.1	2
GCA_046347855.1	1
GCA_046347945.1	2
GCA_046347985.1	1
GCA_046348035.1	1
GCA_046348125.1	2
GCA_046348145.1	2
GCA_046348185.1	2
GCA_046348225.1	2
GCA_046348365.1	3
GCA_046348465.1	1
GCA_046348525.1	1
GCA_046348545.1	1
GCA_046348585.1	1
GCA_046348605.1	1
GCA_046348625.1	1
GCA_046348685.1	1
GCA_046348725.1	2
GCA_046348775.1	2
GCA_046348835.1	2
GCA_046348855.1	1
GCA_046348875.1	2
GCA_046348915.1	3
GCA_046348955.1	4
GCA_046348975.1	2
GCA_046348995.1	3
GCA_046349015.1	3
GCA_046349085.1	2
GCA_046349135.1	1
GCA_046349155.1	5
GCA_046349215.1	4
GCA_046349235.1	1
GCA_046349255.1	1
GCA_046349275.1	2
GCA_046349295.1	2
GCA_046349315.1	1
GCA_046349335.1	4
GCA_046349355.1	3
GCA_046349395.1	3
GCA_046349415.1	3
GCA_046349435.1	2
GCA_046349455.1	1
GCA_046349515.1	3
GCA_046349855.1	1
GCA_046349895.1	1
GCA_046349935.1	1
GCA_046349995.1	1
GCA_046350035.1	1
GCA_046350335.1	2
GCA_046351155.1	1
GCA_046351215.1	2
GCA_046351235.1	1
GCA_046351255.1	2
GCA_046351295.1	2
GCA_046351315.1	1
GCA_046351325.1	2
GCA_046351395.1	2
GCA_046351415.1	1
GCA_046351435.1	1
GCA_046351455.1	1
GCA_046351475.1	2
GCA_046351515.1	3
GCA_046351535.1	2
GCA_046351555.1	1
GCA_046351595.1	1
GCA_046351675.1	2
GCA_046352935.1	1
GCA_046481705.1	1
GCA_046481725.1	1
GCA_046482445.1	3
GCA_046482755.1	1
GCA_046484315.1	1
GCA_046484745.1	1
GCA_046484755.1	2
GCA_046496585.1	1
GCA_046497085.1	1
GCA_046498485.1	1
GCA_046520375.1	1
GCA_046520405.1	1
GCA_046523935.1	3
GCA_046537905.1	3
GCA_046538635.1	2
GCA_046540755.1	1
GCA_046541095.1	2
GCA_046541495.1	1
GCA_046541515.1	2
GCA_046541805.1	3
GCA_046542355.1	1
GCA_046543175.1	1
GCA_046545675.1	2
GCA_046565705.1	1
GCA_046566285.1	3
GCA_046566505.1	1
GCA_046566625.1	1
GCA_046566745.1	1
GCA_046566765.1	1
GCA_046569765.1	1
GCA_046569945.1	1
GCA_046569985.1	1
GCA_046570145.1	1
GCA_046570205.1	1
GCA_046583355.1	1
GCA_046589675.1	6
GCA_046589965.1	1
GCA_046590075.1	2
GCA_046590305.1	2
GCA_046590325.1	1
GCA_046590395.1	2
GCA_046590425.1	1
GCA_046590445.1	1
GCA_046590805.1	1
GCA_046590925.1	1
GCA_046593295.1	1
GCA_046593435.1	2
GCA_046593615.1	1
GCA_046593875.1	2
GCA_046593925.1	1
GCA_046593995.1	2
GCA_046594215.1	1
GCA_046594225.1	2
GCA_046594415.1	1
GCA_046594555.1	2
GCA_046594635.1	3
GCA_046595185.1	2
GCA_046595235.1	2
GCA_046595345.1	1
GCA_046595475.1	2
GCA_046595515.1	2
GCA_046595615.1	2
GCA_046595695.1	2
GCA_046595715.1	1
GCA_046595775.1	1
GCA_046595815.1	1
GCA_046596005.1	4
GCA_046596015.1	1
GCA_046596195.1	1
GCA_046596275.1	1
GCA_046596405.1	2
GCA_046596505.1	1
GCA_046596645.1	2
GCA_046596735.1	1
GCA_046597055.1	1
GCA_046597185.1	3
GCA_046597355.1	1
GCA_046597455.1	3
GCA_046597475.1	4
GCA_046598195.1	2
GCA_046598245.1	3
GCA_046598365.1	3
GCA_046598425.1	1
GCA_046598505.1	1
GCA_046598735.1	2
GCA_046598945.1	1
GCA_046599015.1	1
GCA_046604145.1	3
GCA_046630695.1	1
GCA_046704085.1	1
GCA_046704145.1	1
GCA_046705065.1	1
GCA_046705265.1	1
GCA_046706015.1	1
GCA_046706045.1	1
GCA_046709505.1	1
GCA_046713545.1	3
GCA_046713635.1	2
GCA_046713755.1	1
GCA_046714775.1	1
GCA_046714915.1	3
GCA_046715355.1	1
GCA_046715515.1	4
GCA_046715855.1	1
GCA_046715885.1	1
GCA_046719255.1	2
GCA_046719675.1	2
GCA_046723285.1	2
GCA_046723315.1	3
GCA_046723475.1	1
GCA_046723845.1	2
GCA_046724035.1	1
GCA_046724195.1	1
GCA_046724215.1	5
GCA_046724315.1	1
GCA_046724555.1	3
GCA_046725125.1	5
GCA_046726115.1	1
GCA_046726135.1	1
GCA_046726195.1	1
GCA_046726215.1	1
GCA_046726235.1	2
GCA_046726315.1	1
GCA_046726415.1	1
GCA_046726915.1	1
GCA_046727015.1	1
GCA_046727155.1	1
GCA_046727275.1	2
GCA_046727415.1	1
GCA_046727455.1	1
GCA_046727575.1	1
GCA_046727635.1	1
GCA_046727735.1	4
GCA_046727755.1	1
GCA_046727895.1	3
GCA_046727955.1	1
GCA_046728035.1	1
GCA_046728155.1	2
GCA_046728335.1	3
GCA_046728425.1	3
GCA_046728625.1	2
GCA_046729135.1	4
GCA_046729835.1	7
GCA_046729975.1	1
GCA_046730015.1	1
GCA_046730995.1	1
GCA_046731355.1	2
GCA_046731635.1	4
GCA_046731955.1	2
GCA_046731995.1	4
GCA_046732115.1	7
GCA_046732375.1	1
GCA_046732455.1	2
GCA_046732815.1	1
GCA_046732855.1	1
GCA_046732975.1	1
GCA_046733075.1	3
GCA_046733115.1	2
GCA_046733135.1	1
GCA_046733175.1	1
GCA_046733355.1	6
GCA_046733575.1	1
GCA_046733635.1	1
GCA_046733815.1	5
GCA_046733935.1	1
GCA_046734255.1	1
GCA_046734435.1	4
GCA_046734515.1	1
GCA_046734695.1	1
GCA_046734715.1	1
GCA_046734815.1	3
GCA_046734875.1	2
GCA_046734995.1	1
GCA_046735135.1	1
GCA_046735295.1	1
GCA_046735815.1	2
GCA_046736065.1	2
GCA_046744225.1	1
GCA_046744405.1	2
GCA_046758005.1	1
GCA_046758085.1	1
GCA_046759385.1	1
GCA_046760105.1	2
GCA_046940325.1	1
GCA_047125605.1	1
GCA_047345645.1	1
GCA_047404175.1	1
GCA_047600425.1	2
GCA_047600485.1	2
GCA_047600765.1	2
GCA_047600885.1	1
GCA_047601105.1	2
GCA_047601145.1	1
GCA_047601245.1	2
GCA_047601445.1	3
GCA_047601665.1	3
GCA_047601745.1	2
GCA_047601765.1	3
GCA_047602205.1	2
GCA_047602265.1	1
GCA_047602365.1	4
GCA_047602405.1	2
GCA_047602415.1	2
GCA_047602465.1	1
GCA_047602685.1	1
GCA_047605065.1	1
GCA_047605225.1	1
GCA_047605425.1	2
GCA_047605445.1	2
GCA_047605545.1	1
GCA_047605605.1	2
GCA_047605765.1	1
GCA_047606565.1	2
GCA_047606605.1	1
GCA_047607085.1	2
GCA_047607095.1	1
GCA_047607325.1	3
GCA_047607345.1	1
GCA_047608075.1	2
GCA_047609825.1	2
GCA_047610385.1	1
GCA_047611725.1	2
GCA_047611805.1	1
GCA_047612385.1	1
GCA_047616325.1	1
GCA_047616865.1	2
GCA_047617405.1	1
GCA_047617585.1	1
GCA_047617605.1	1
GCA_047619205.1	2
GCA_047619315.1	2
GCA_047621325.1	1
GCA_047621345.1	2
GCA_047621665.1	3
GCA_047621685.1	1
GCA_047622125.1	1
GCA_047622145.1	1
GCA_047622605.1	1
GCA_047623125.1	2
GCA_047623245.1	1
GCA_047623385.1	1
GCA_047623825.1	2
GCA_047624005.1	1
GCA_047626195.1	1
GCA_047626725.1	1
GCA_047627635.1	1
GCA_047628385.1	2
GCA_047628735.1	1
GCA_047628835.1	1
GCA_047629055.1	1
GCA_047629195.1	1
GCA_047629215.1	1
GCA_047629435.1	1
GCA_047629695.1	3
GCA_047629975.1	1
GCA_047630005.1	2
GCA_047630175.1	1
GCA_047633175.1	2
GCA_047633255.1	1
GCA_047633515.1	1
GCA_047634585.1	2
GCA_047634635.1	1
GCA_047634655.1	1
GCA_047635115.1	1
GCA_047635315.1	1
GCA_047636235.1	1
GCA_047636495.1	3
GCA_047636855.1	1
GCA_047637695.1	2
GCA_047638395.1	1
GCA_047638515.1	1
GCA_047638675.1	1
GCA_047638695.1	2
GCA_047639255.1	1
GCA_047718615.1	1
GCA_047920895.1	1
GCA_047921095.1	2
GCA_047921295.1	2
GCA_047921315.1	1
GCA_047947175.1	1
GCA_047947185.1	1
GCA_047971245.1	2
GCA_047971485.1	1
GCA_047971685.1	4
GCA_047971765.1	3
GCA_047971845.1	1
GCA_047972825.1	1
GCA_047973065.1	1
GCA_047974395.1	1
GCA_047974565.1	1
GCA_047974625.1	2
GCA_047975195.1	1
GCA_047975215.1	1
GCA_047975325.1	1
GCA_048007995.1	1
GCA_048013405.1	1
GCA_048065775.1	1
GCA_048158365.1	4
GCA_048260865.1	1
GCA_048262655.1	1
GCA_048262715.1	1
GCA_048263945.1	1
GCA_048264005.1	1
GCA_048264105.1	1
GCA_048264285.1	1
GCA_048265185.1	1
GCA_048266525.1	1
GCA_048267045.1	2
GCA_048267385.1	1
GCA_048268145.1	1
GCA_048268885.1	1
GCA_048268905.1	1
GCA_048270225.1	2
GCA_048320885.1	1
GCA_048381555.1	1
GCA_048381755.1	1
GCA_048497495.1	1
GCA_048497655.1	2
GCA_048497915.1	1
GCA_048498135.1	1
GCA_048498155.1	1
GCA_048498255.1	1
GCA_048498395.1	2
GCA_048498415.1	1
GCA_048498515.1	3
GCA_048498715.1	1
GCA_048500255.1	2
GCA_048539495.1	1
GCA_048550275.1	1
GCA_048571035.1	1
GCA_048594665.1	2
GCA_048595135.1	2
GCA_048595745.1	1
GCA_048615135.1	2
GCA_048617055.1	1
GCA_048636595.1	1
GCA_048859965.1	2
GCA_048860285.1	1
GCA_048976805.1	4
GCA_048983575.1	1
GCA_049115935.1	1
GCA_049116315.1	1
GCA_049116335.1	1
GCA_049116495.1	2
GCA_049177135.1	2
GCA_049194865.1	1
GCA_049199595.1	1
GCA_049240905.1	2
GCA_049243005.1	2
GCA_049274755.1	2
GCA_049275795.1	2
GCA_049276455.1	2
GCA_049276655.1	2
GCA_049276875.1	1
GCA_049277875.1	1
GCA_049278475.1	2
GCA_049278815.1	3
GCA_049280175.1	3
GCA_049281335.1	2
GCA_049282265.1	1
GCA_049282355.1	1
GCA_049282655.1	5
GCA_049283855.1	2
GCA_049284255.1	3
GCA_049284535.1	2
GCA_049284575.1	1
GCA_049284695.1	3
GCA_049284935.1	1
GCA_049285335.1	4
GCA_049285535.1	3
GCA_049286035.1	7
GCA_049286445.1	3
GCA_049286845.1	2
GCA_049287975.1	4
GCA_049288095.1	1
GCA_049288525.1	1
