accession	type	length
GCA_035492655.1|DATJJB010000301.1_7	SP	445
GCA_035492655.1|DATJJB010000329.1_6	SP	400
GCA_035492655.1|DATJJB010000633.1_18	SP	310
GCA_035492865.1|DATJIX010000367.1_5	LIPO	279
GCA_035493195.1|DATJIM010000077.1_34	SP	299
GCA_035493215.1|DATJIO010000001.1_62	SP	643
GCA_035493215.1|DATJIO010000001.1_90	SP	645
GCA_035493215.1|DATJIO010000020.1_18	SP	652
GCA_035493215.1|DATJIO010000047.1_55	SP	663
GCA_035493385.1|DATJIL010000014.1_3	SP	341
GCA_035493475.1|DATJIF010000018.1_39	SP	416
GCA_035493515.1|DATJID010000021.1_36	SP	325
GCA_035493535.1|DATJIE010000006.1_31	LIPO	375
GCA_035493675.1|DATJIA010000432.1_13	LIPO	368
GCA_035493675.1|DATJIA010000432.1_19	SP	487
GCA_035493895.1|DATJHM010000218.1_16	SP	496
GCA_035493955.1|DATJHI010000004.1_32	SP	657
GCA_035493955.1|DATJHI010000004.1_172	SP	696
GCA_035493955.1|DATJHI010000039.1_70	SP	638
GCA_035493955.1|DATJHI010000040.1_82	SP	628
GCA_035493955.1|DATJHI010000040.1_135	SP	636
GCA_035493955.1|DATJHI010000042.1_7	SP	640
GCA_035495395.1|DATJGA010000164.1_2	SP	351
GCA_035495395.1|DATJGA010000281.1_10	SP	332
GCA_035496715.1|DATJEK010000186.1_13	SP	324
GCA_035498035.1|DATKAN010000005.1_10	LIPO	323
GCA_035498295.1|DATKAK010000023.1_23	SP	319
GCA_035498875.1|DATJZP010000043.1_41	SP	303
GCA_035499355.1|DATJYZ010000046.1_7	SP	321
GCA_035499655.1|DATJYL010000101.1_21	SP	311
GCA_035499695.1|DATJYG010000636.1_6	LIPO	320
GCA_035499695.1|DATJYG010000826.1_17	LIPO	379
GCA_035500035.1|DATJXP010000096.1_4	SP	304
GCA_035500055.1|DATJXO010000021.1_7	SP	317
GCA_035500255.1|DATJXJ010000027.1_131	SP	309
GCA_035500495.1|DATJXC010000086.1_2	SP	313
GCA_035501175.1|DATJWQ010000066.1_39	SP	308
GCA_035501655.1|DATJVU010000023.1_74	LIPO	493
GCA_035501775.1|DATJVM010000018.1_67	SP	301
GCA_035501875.1|DATJVI010000148.1_18	SP	323
GCA_035502215.1|DATJUR010000102.1_9	SP	328
GCA_035502995.1|DATJTW010000061.1_11	LIPO	292
GCA_035503515.1|DATJTJ010000114.1_12	SP	319
GCA_035504215.1|DATJSI010000054.1_21	LIPO	333
GCA_035504415.1|DATJRY010000010.1_97	LIPO	357
GCA_035504415.1|DATJRY010000011.1_38	SP	307
GCA_035504415.1|DATJRY010000011.1_194	LIPO	459
GCA_035504755.1|DATJRM010000059.1_2	LIPO	365
GCA_035504755.1|DATJRM010000082.1_5	LIPO	454
GCA_035505015.1|DATJRF010000275.1_2	SP	304
GCA_035505695.1|DATJQO010000006.1_3	LIPO	278
GCA_035505695.1|DATJQO010000141.1_85	SP	306
GCA_035506155.1|DATJPX010000109.1_28	LIPO	291
GCA_035506335.1|DATJPN010000027.1_2	SP	328
GCA_035506495.1|DATJPI010000261.1_11	SP	318
GCA_035506875.1|DATJOR010000035.1_6	LIPO	292
GCA_035506875.1|DATJOR010000138.1_6	LIPO	282
GCA_035507155.1|DATJOK010000315.1_20	SP	314
GCA_035507415.1|DATJOF010000018.1_71	SP	319
GCA_035507615.1|DATJNX010000056.1_17	LIPO	338
GCA_035507775.1|DATJNU010000191.1_38	SP	416
GCA_035509095.1|DATJLY010000184.1_4	SP	305
GCA_035511355.1|DATKFL010000241.1_1	SP	360
GCA_035511355.1|DATKFL010000415.1_2	LIPO	330
GCA_035511515.1|DATKFG010000100.1_19	SP	365
GCA_035511595.1|DATKFF010000394.1_15	SP	347
GCA_035511785.1|DATKEW010000094.1_4	SP	305
GCA_035511785.1|DATKEW010000399.1_4	LIPO	277
GCA_035512055.1|DATKEP010000002.1_23	SP	292
GCA_035512515.1|DATKDY010000050.1_37	SP	509
GCA_035512515.1|DATKDY010000140.1_62	SP	306
GCA_035513555.1|DATKBY010000006.1_34	SP	336
GCA_035514595.1|DATKAX010000470.1_34	SP	327
GCA_035515355.1|DATJBL010000070.1_2	SP	341
GCA_035515435.1|DATJBI010000036.1_27	LIPO	343
GCA_035515435.1|DATJBI010000097.1_2	LIPO	308
GCA_035516415.1|DATJAI010000069.1_18	SP	291
GCA_035516425.1|DATJAH010000001.1_67	LIPO	336
GCA_035516595.1|DATJAE010000273.1_66	LIPO	331
GCA_035516595.1|DATJAE010000404.1_28	SP	479
GCA_035516595.1|DATJAE010000424.1_7	LIPO	317
GCA_035516895.1|DATIZY010000128.1_14	SP	299
GCA_035516895.1|DATIZY010000206.1_11	SP	303
GCA_035516915.1|DATIZV010000350.1_6	SP	301
GCA_035517095.1|DATIZK010000040.1_29	LIPO	344
GCA_035517195.1|DATIZH010000065.1_3	SP	317
GCA_035517415.1|DATIYW010000043.1_10	SP	351
GCA_035517435.1|DATIYV010000041.1_20	SP	330
GCA_035517495.1|DATIYT010000104.1_152	SP	319
GCA_035518275.1|DATIXU010000055.1_67	SP	326
GCA_035518915.1|DATIXE010000004.1_58	LIPO	311
GCA_035519435.1|DATIWL010000165.1_6	SP	320
GCA_035519515.1|DATIWC010000010.1_55	SP	306
GCA_035519555.1|DATIWG010000035.1_27	SP	309
GCA_035523835.1|DATKQA010000347.1_3	SP	314
GCA_035523985.1|DATKPR010000049.1_10	SP	326
GCA_035524415.1|DATKOY010000275.1_16	SP	309
GCA_035524495.1|DATKOR010000016.1_17	SP	334
GCA_035524595.1|DATKOP010000078.1_6	SP	326
GCA_035524595.1|DATKOP010000086.1_19	SP	346
GCA_035525015.1|DATLFC010000238.1_3	SP	264
GCA_035525455.1|DATLEF010000073.1_27	SP	315
GCA_035525495.1|DATLED010000053.1_10	SP	399
GCA_035525615.1|DATLEB010000055.1_51	SP	489
GCA_035526015.1|DATLDH010000065.1_16	SP	347
GCA_035526525.1|DATLCG010000017.1_5	LIPO	341
GCA_035526825.1|DATLBT010000131.1_8	LIPO	364
GCA_035526925.1|DATLBL010000112.1_4	SP	309
GCA_035526975.1|DATLBJ010000089.1_49	SP	347
GCA_035527635.1|DATLAF010000148.1_5	LIPO	326
GCA_035528395.1|DATKYR010000184.1_19	SP	452
GCA_035529475.1|DATKWR010000387.1_4	SP	310
GCA_035530315.1|DATKVA010000025.1_11	SP	345
GCA_035531775.1|DATKSG010000062.1_3	SP	423
GCA_035531855.1|DATKSB010000170.1_6	SP	322
GCA_035531955.1|DATKRZ010000042.1_37	SP	343
GCA_035532195.1|DATKRM010000128.1_19	SP	373
GCA_035532275.1|DATKRG010000045.1_33	LIPO	340
GCA_035533475.1|DATLTS010000018.1_58	SP	369
GCA_035533995.1|DATLSR010000023.1_42	SP	339
GCA_035534335.1|DATLSF010000018.1_6	SP	327
GCA_035536055.1|DATLOW010000274.1_12	SP	355
GCA_035536155.1|DATLOS010000600.1_4	SP	300
GCA_035536235.1|DATLOQ010000042.1_2	SP	365
GCA_035536655.1|DATLNR010000010.1_21	SP	462
GCA_035539175.1|DATLIY010000008.1_414	SP	372
GCA_035539495.1|DATLII010000348.1_7	SP	318
GCA_035539495.1|DATLII010000355.1_3	SP	316
GCA_035539675.1|DATLHW010000062.1_3	SP	537
GCA_035539835.1|DATLHP010000157.1_9	SP	322
GCA_035540215.1|DATLIA010000110.1_15	SP	395
GCA_035540495.1|DATLGL010000012.1_66	SP	429
GCA_035540575.1|DATLGF010000169.1_8	SP	586
GCA_035540575.1|DATLGF010000517.1_13	SP	399
GCA_035540775.1|DATLFW010000088.1_2	SP	358
GCA_035540955.1|DATLFP010000190.1_7	SP	344
GCA_035541175.1|DATKNT010000150.1_4	SP	304
GCA_035541255.1|DATKNR010000080.1_37	SP	303
GCA_035541335.1|DATKNM010000153.1_2	SP	309
GCA_035541875.1|DATKML010000009.1_84	LIPO	324
GCA_035542535.1|DATKLG010000035.1_8	SP	321
GCA_035542575.1|DATKLE010000014.1_77	SP	309
GCA_035542715.1|DATKKW010000030.1_18	LIPO	322
GCA_035543355.1|DASZZG010000149.1_4	SP	329
GCA_035543655.1|DATKJN010000278.1_3	SP	385
GCA_035543975.1|DATKIS010000029.1_4	LIPO	299
GCA_035543975.1|DATKIS010000770.1_6	SP	350
GCA_035544395.1|DATKFM010000099.1_33	SP	279
GCA_035544475.1|DATKEY010000247.1_36	SP	421
GCA_035544675.1|DATKCA010000006.1_3	SP	294
GCA_035544895.1|DASZZM010000028.1_29	LIPO	336
GCA_035545175.1|DASZYY010000140.1_3	LIPO	306
GCA_035545635.1|DASZXY010000009.1_44	SP	345
GCA_035545635.1|DASZXY010000022.1_11	SP	774
GCA_035545935.1|DASZXP010000206.1_2	LIPO	297
GCA_035546055.1|DASZXF010000033.1_3	SP	495
GCA_035546415.1|DASZXM010000539.1_13	SP	436
GCA_035546675.1|DASZWG010000075.1_11	SP	295
GCA_035546735.1|DASZWE010000295.1_1	LIPO	307
GCA_035546775.1|DASZWD010000029.1_31	SP	382
GCA_035546895.1|DASZVW010000141.1_4	LIPO	386
GCA_035547035.1|DASZVL010000082.1_25	SP	343
GCA_035547195.1|DASZVB010000114.1_54	LIPO	352
GCA_035547295.1|DASZVM010000344.1_6	LIPO	310
GCA_035547515.1|DASZUS010000037.1_36	SP	350
GCA_035547615.1|DASZUN010000189.1_15	LIPO	316
GCA_035547615.1|DASZUN010000275.1_14	SP	306
GCA_035548055.1|DASZTL010000005.1_4	SP	347
GCA_035548125.1|DASZTV010000006.1_24	SP	365
GCA_035548125.1|DASZTV010000032.1_58	SP	346
GCA_035548375.1|DASZTG010000027.1_25	SP	335
GCA_035549015.1|DASZRW010000008.1_4	SP	398
GCA_035549715.1|DASZQJ010000179.1_10	SP	332
GCA_035549735.1|DASZQI010000049.1_68	SP	503
GCA_035549735.1|DASZQI010000052.1_16	SP	507
GCA_035549805.1|DASZQH010000345.1_5	SP	310
GCA_035550055.1|DASZRO010000020.1_25	SP	347
GCA_035550195.1|DASZPU010000073.1_1	SP	425
GCA_035550195.1|DASZPU010001012.1_5	LIPO	370
GCA_035550315.1|DASZPL010000010.1_7	LIPO	325
GCA_035550455.1|DASZPC010000146.1_9	SP	378
GCA_035550455.1|DASZPC010000593.1_3	SP	329
GCA_035550595.1|DASZOV010000141.1_37	SP	335
GCA_035550615.1|DASZOW010000545.1_7	LIPO	308
GCA_035550655.1|DASZOU010000008.1_54	SP	365
GCA_035550655.1|DASZOU010000020.1_41	LIPO	304
GCA_035551355.1|DASZNF010000141.1_289	LIPO	301
GCA_035551575.1|DASZNJ010000280.1_3	LIPO	311
GCA_035551575.1|DASZNJ010000395.1_12	LIPO	343
GCA_035551835.1|DASZMN010000090.1_45	SP	360
GCA_035551855.1|DASZMK010000158.1_17	SP	429
GCA_035551855.1|DASZMK010000158.1_19	SP	418
GCA_035551955.1|DASZMD010000018.1_2	SP	319
GCA_035552095.1|DASZMA010000017.1_9	TAT	355
GCA_035552095.1|DASZMA010000142.1_23	SP	340
GCA_035552215.1|DASZLV010000104.1_38	SP	316
GCA_035552275.1|DASZLR010000268.1_10	LIPO	325
GCA_035552295.1|DASZLQ010000074.1_4	LIPO	279
GCA_035552615.1|DASZLC010000053.1_2	SP	391
GCA_035552975.1|DATNEN010000161.1_5	SP	337
GCA_035553395.1|DASZKP010000042.1_19	SP	316
GCA_035554115.1|DATMIW010000074.1_65	LIPO	323
GCA_035554275.1|DATMIN010000119.1_5	LIPO	378
GCA_035554795.1|DATMHT010000179.1_3	LIPO	319
GCA_035555035.1|DATMHG010000016.1_7	SP	334
GCA_035555155.1|DATMGZ010000209.1_14	SP	319
GCA_035555855.1|DATMGD010000028.1_23	SP	337
GCA_035556215.1|DATMFI010000026.1_171	SP	328
GCA_035556995.1|DATMEI010000377.1_13	SP	337
GCA_035559015.1|DATMCA010000184.1_2	SP	444
GCA_035559015.1|DATMCA010000985.1_4	SP	254
GCA_035562195.1|DATMWV010000249.1_1	LIPO	326
GCA_035562875.1|DATMVU010000660.1_1	SP	430
GCA_035565375.1|DATMSN010000358.1_2	SP	435
GCA_035565395.1|DATMSK010000046.1_12	SP	309
GCA_035567575.1|DATMPR010000240.1_18	SP	405
GCA_035567575.1|DATMPR010000467.1_2	SP	378
GCA_035568535.1|DATMNV010000002.1_14	SP	304
GCA_035569515.1|DATMMY010000332.1_19	SP	345
GCA_035569605.1|DATMMS010000002.1_48	SP	391
GCA_035569635.1|DATMMV010000091.1_13	SP	482
GCA_035569755.1|DATMMK010000004.1_8	SP	328
GCA_035569855.1|DATMMH010000028.1_13	SP	311
GCA_035571275.1|DATMKQ010000125.1_6	SP	349
GCA_035571275.1|DATMKQ010000183.1_11	SP	605
GCA_035571575.1|DATNCK010000122.1_8	SP	319
GCA_035571795.1|DATNBX010000034.1_8	LIPO	384
GCA_035573615.1|DATMZQ010000136.1_11	SP	332
GCA_035573755.1|DATLZY010000050.1_38	SP	333
GCA_035574475.1|DATLYR010000002.1_5	SP	465
GCA_035574915.1|DATLYJ010000002.1_4	LIPO	315
GCA_035575095.1|DATLYF010000013.1_22	SP	422
GCA_035575215.1|DATLYB010000278.1_6	SP	675
GCA_035575215.1|DATLYB010000280.1_3	SP	378
GCA_035575675.1|DATLXS010000153.1_8	SP	314
GCA_035577545.1|DATLVI010000004.1_233	SP	304
GCA_035581765.1|DATISN010000045.1_21	SP	349
GCA_035583735.1|DATMAH010000343.1_14	LIPO	345
GCA_035593605.1|DAOSWS010000025.1_3	SP	312
GCA_035593865.1|DAOTAI010000191.1_2	SP	332
GCA_035601635.1|DATNNY010000198.1_4	SP	343
GCA_035601835.1|DATNNM010000009.1_142	LIPO	314
GCA_035602175.1|DATNMV010000234.1_11	SP	304
GCA_035602295.1|DATNMN010000165.1_14	LIPO	301
GCA_035602775.1|DATNLS010000137.1_2	SP	339
GCA_035602775.1|DATNLS010000368.1_3	SP	310
GCA_035603555.1|DATNKF010000372.1_2	SP	369
GCA_035603855.1|DATNJP010000262.1_4	SP	342
GCA_035604135.1|DATNJB010000063.1_155	SP	305
GCA_035604195.1|DATNIY010000106.1_16	SP	316
GCA_035604595.1|DATNIE010000029.1_139	SP	342
GCA_035604615.1|DATNID010000028.1_91	LIPO	286
GCA_035604655.1|DATNHZ010000025.1_12	SP	342
GCA_035605575.1|DASTCJ010000177.1_2	SP	300
GCA_035605895.1|DATNGL010000246.1_5	LIPO	346
GCA_035606475.1|DATNFI010000236.1_6	LIPO	282
GCA_035606745.1|DATNET010000109.1_2	SP	337
GCA_035606745.1|DATNET010000517.1_2	LIPO	342
GCA_035606745.1|DATNET010000064.1_2	LIPO	346
GCA_035607075.1|DATMZL010001559.1_2	SP	405
GCA_035607145.1|DATNCU010000487.1_2	SP	309
GCA_035607415.1|DATNAQ010000139.1_13	LIPO	350
GCA_035607415.1|DATNAQ010000110.1_48	LIPO	350
GCA_035607415.1|DATNAQ010000050.1_23	SP	802
GCA_035622115.1|DASPVY010000034.1_2	SP	306
GCA_035622135.1|DASPVZ010000029.1_2	LIPO	306
GCA_035622995.1|DASPUI010000207.1_4	SP	299
GCA_035623515.1|DASPTH010000082.1_5	SP	322
GCA_035624385.1|DASPRP010000024.1_138	SP	328
GCA_035624475.1|DASPRL010000407.1_2	SP	304
GCA_035625025.1|DASPQJ010000030.1_5	SP	350
GCA_035625615.1|DASPPI010000094.1_22	SP	337
GCA_035625725.1|DASPPB010000026.1_38	SP	387
GCA_035625755.1|DASPOZ010000084.1_26	SP	337
GCA_035625875.1|DASPOT010000009.1_1	LIPO	292
GCA_035625875.1|DASPOT010000108.1_5	LIPO	280
GCA_035625875.1|DASPOT010000380.1_16	LIPO	294
GCA_035626875.1|DASPMV010000030.1_5	SP	414
GCA_035627135.1|DASPMI010000204.1_14	SP	705
GCA_035627375.1|DASPLX010000081.1_12	SP	585
GCA_035628505.1|DASPJR010000190.1_8	SP	339
GCA_035629155.1|DASPIO010000183.1_32	SP	391
GCA_035629775.1|DASPHG010000021.1_26	SP	428
GCA_035629935.1|DASQLQ010000073.1_3	SP	340
GCA_035630095.1|DASQLJ010000158.1_9	SP	328
GCA_035630595.1|DASQKJ010000112.1_53	SP	358
GCA_035631655.1|DASQIH010000226.1_15	SP	266
GCA_035631895.1|DASQHW010000355.1_6	LIPO	319
GCA_035631915.1|DASQHV010000269.1_2	SP	332
GCA_035632095.1|DASQHM010000188.1_4	SP	310
GCA_035632115.1|DASQHL010000029.1_27	LIPO	322
GCA_035632115.1|DASQHL010000088.1_7	LIPO	367
GCA_035632115.1|DASQHL010000106.1_4	LIPO	323
GCA_035632195.1|DASQHH010000357.1_14	LIPO	322
GCA_035632815.1|DASQGB010000066.1_13	LIPO	252
GCA_035632815.1|DASQGB010000290.1_3	SP	326
GCA_035633315.1|DASQFG010000293.1_1	LIPO	290
GCA_035633495.1|DASQEU010000095.1_61	SP	309
GCA_035634295.1|DASQDG010000014.1_11	SP	336
GCA_035634575.1|DASQCU010000446.1_4	SP	307
GCA_035634635.1|DASQCO010000154.1_3	LIPO	395
GCA_035635315.1|DASQBH010000109.1_2	LIPO	348
GCA_035635315.1|DASQBH010000109.1_3	LIPO	334
GCA_035635495.1|DASQAW010000031.1_6	LIPO	251
GCA_035635775.1|DASQAL010000179.1_8	SP	305
GCA_035635915.1|DASQAE010000602.1_2	SP	503
GCA_035635995.1|DASPZZ010000067.1_5	SP	311
GCA_035637355.1|DASPXJ010000100.1_16	SP	327
GCA_035637455.1|DASPXE010000199.1_15	SP	313
GCA_035637895.1|DASRBA010000048.1_4	LIPO	603
GCA_035637935.1|DASRAY010000089.1_2	LIPO	315
GCA_035638075.1|DASRAU010000032.1_7	SP	358
GCA_035638115.1|DASRAN010000074.1_44	SP	369
GCA_035638255.1|DASRAJ010000033.1_14	SP	468
GCA_035639115.1|DASQYQ010000264.1_2	SP	332
GCA_035639935.1|DASQXC010000269.1_6	SP	355
GCA_035640475.1|DASQWC010000188.1_2	SP	353
GCA_035640755.1|DASQVN010000348.1_5	SP	376
GCA_035640795.1|DASQVL010000139.1_5	SP	395
GCA_035641055.1|DASQUY010000240.1_5	SP	339
GCA_035641055.1|DASQUY010000572.1_4	LIPO	355
GCA_035642295.1|DASQSR010000409.1_4	SP	342
GCA_035642315.1|DASQSQ010000496.1_3	LIPO	282
GCA_035642975.1|DASQRI010000594.1_11	LIPO	282
GCA_035642975.1|DASQRI010000668.1_6	SP	292
GCA_035643735.1|DASQPY010000062.1_2	SP	339
GCA_035644215.1|DASQPA010000121.1_10	SP	373
GCA_035644375.1|DASQOS010000190.1_4	SP	354
GCA_035644395.1|DASQOR010000074.1_24	SP	323
GCA_035644855.1|DASQNT010000476.1_8	LIPO	449
GCA_035645175.1|DASQNB010000260.1_10	TAT	339
GCA_035645295.1|DASQMW010000017.1_57	LIPO	629
GCA_035645295.1|DASQMW010000204.1_5	SP	331
GCA_035646755.1|DASROV010000348.1_7	SP	320
GCA_035648655.1|DASRLC010000006.1_10	SP	539
GCA_035649415.1|DASRJP010000397.1_19	SP	248
GCA_035650035.1|DASRIK010000079.1_2	SP	323
GCA_035650035.1|DASRIK010000232.1_7	SP	366
GCA_035650075.1|DASRII010000206.1_5	SP	322
GCA_035650075.1|DASRII010000342.1_6	LIPO	396
GCA_035650075.1|DASRII010000474.1_8	SP	444
GCA_035650075.1|DASRII010000567.1_6	LIPO	290
GCA_035650335.1|DASRHU010000132.1_2	SP	307
GCA_035650355.1|DASRHT010000019.1_36	SP	340
GCA_035650495.1|DASRHK010000142.1_1	SP	309
GCA_035650495.1|DASRHK010000142.1_3	LIPO	367
GCA_035650575.1|DASRHM010000090.1_4	LIPO	339
GCA_035650575.1|DASRHM010000121.1_9	LIPO	323
GCA_035650875.1|DASRGU010000011.1_55	LIPO	477
GCA_035650875.1|DASRGU010000014.1_173	LIPO	348
GCA_035651275.1|DASRFZ010000145.1_16	LIPO	302
GCA_035651275.1|DASRFZ010000242.1_5	LIPO	283
GCA_035651575.1|DASRFM010000098.1_27	SP	305
GCA_035651595.1|DASRFJ010000294.1_42	SP	432
GCA_035651715.1|DASRFD010000038.1_107	LIPO	352
GCA_035651815.1|DASRFB010000007.1_7	SP	342
GCA_035652295.1|DASREC010000289.1_12	LIPO	336
GCA_035652295.1|DASREC010000413.1_11	SP	425
GCA_035652355.1|DASRDY010000335.1_7	SP	247
GCA_035652855.1|DASRCZ010000057.1_4	SP	310
GCA_035653635.1|DASRBM010000359.1_4	SP	422
GCA_035654795.1|DASRWC010000033.1_20	SP	372
GCA_035655235.1|DASRUX010000314.1_2	SP	329
GCA_035656115.1|DASRTD010000271.1_10	SP	301
GCA_035656475.1|DASRSQ010000063.1_12	SP	313
GCA_035656475.1|DASRSQ010000502.1_1	SP	300
GCA_035656495.1|DASRSL010000192.1_16	SP	375
GCA_035656635.1|DASRSD010000164.1_11	SP	316
GCA_035656655.1|DASRSE010000023.1_5	SP	301
GCA_035656655.1|DASRSE010000221.1_13	SP	323
GCA_035685725.1|DASSAD010000125.1_12	SP	320
GCA_035685905.1|DASRZY010000036.1_18	SP	306
GCA_035686645.1|DASRZF010000104.1_2	LIPO	313
GCA_035687145.1|DASRYM010000024.1_3	LIPO	293
GCA_035687405.1|DASRXR010000507.1_3	LIPO	425
GCA_035688895.1|DASSML010000167.1_10	SP	296
GCA_035688915.1|DASSMK010000269.1_3	SP	307
GCA_035689035.1|DASSME010000287.1_7	SP	309
GCA_035689035.1|DASSME010000539.1_1	LIPO	337
GCA_035689035.1|DASSME010000539.1_2	SP	333
GCA_035689325.1|DASSLQ010000165.1_1	SP	299
GCA_035690365.1|DASSKP010000056.1_11	SP	379
GCA_035691085.1|DASSJS010000441.1_14	LIPO	337
GCA_035691585.1|DASSIU010000309.1_11	SP	334
GCA_035691665.1|DASSIS010000089.1_75	SP	310
GCA_035693385.1|DASSGQ010000239.1_13	LIPO	312
GCA_035693605.1|DASSGE010000087.1_2	SP	312
GCA_035693805.1|DASSGA010000021.1_6	SP	310
GCA_035695045.1|DASSEX010000075.1_3	SP	371
GCA_035695125.1|DASSEU010000021.1_20	SP	540
GCA_035695245.1|DASSEQ010000113.1_12	SP	359
GCA_035695245.1|DASSEQ010000200.1_7	LIPO	331
GCA_035695715.1|DASRRM010000271.1_10	SP	309
GCA_035696085.1|DASRRA010000271.1_8	SP	377
GCA_035696085.1|DASRRA010000465.1_1	SP	385
GCA_035696125.1|DASRQZ010000188.1_10	LIPO	312
GCA_035696245.1|DASRQW010000260.1_17	LIPO	337
GCA_035697145.1|DASSDL010000232.1_10	LIPO	363
GCA_035697425.1|DASSCX010000072.1_20	SP	348
GCA_035698445.1|DASSBS010000146.1_5	LIPO	327
GCA_035698655.1|DASSBO010000492.1_8	SP	525
GCA_035699205.1|DASSBA010000232.1_7	SP	306
GCA_035699465.1|DASSPT010000053.1_18	LIPO	333
GCA_035701115.1|DASSOA010000067.1_13	SP	307
GCA_035701945.1|DASSRF010000251.1_4	SP	299
GCA_035702065.1|DASSRA010000328.1_8	SP	306
GCA_035703025.1|DASSYY010000064.1_4	SP	310
GCA_035703435.1|DASSYF010000008.1_16	LIPO	352
GCA_035703755.1|DASSXP010000016.1_6	LIPO	340
GCA_035703895.1|DASSXJ010000307.1_15	SP	307
GCA_035703945.1|DASSXK010000774.1_1	SP	769
GCA_035707405.1|DASSUC010000255.1_40	SP	400
GCA_035707525.1|DASSUA010000339.1_16	SP	401
GCA_035707905.1|DASSTN010000005.1_21	SP	425
GCA_035708745.1|DASTFJ010000047.1_8	SP	311
GCA_035709445.1|DASTET010000613.1_6	SP	266
GCA_035712425.1|DASTAU010000310.1_7	SP	332
GCA_035712985.1|DASTAE010000125.1_1	SP	423
GCA_035712985.1|DASTAE010000233.1_29	LIPO	310
GCA_035714925.1|DASTLN010000336.1_7	LIPO	352
GCA_035715345.1|DASTLD010000061.1_7	LIPO	342
GCA_035715365.1|DASTLB010000063.1_54	SP	483
GCA_035715365.1|DASTLB010000063.1_56	SP	376
GCA_035716045.1|DASTKI010000174.1_1	LIPO	312
GCA_035716165.1|DASTKA010000763.1_2	LIPO	277
GCA_035716785.1|DASTJG010000192.1_2	LIPO	308
GCA_035717485.1|DASTIQ010000105.1_6	SP	329
GCA_035718105.1|DASTHR010000166.1_6	SP	334
GCA_035718845.1|DASTGU010000013.1_27	SP	322
GCA_035719045.1|DASTGO010000178.1_4	SP	502
GCA_035719045.1|DASTGO010000267.1_1	SP	424
GCA_035719245.1|DASTGJ010000416.1_3	LIPO	601
GCA_035719405.1|DASTGE010000247.1_5	LIPO	408
GCA_035719405.1|DASTGE010000850.1_8	SP	351
GCA_035720205.1|DASTOQ010000091.1_20	SP	335
GCA_035720235.1|DASTOH010000254.1_55	LIPO	303
GCA_035720605.1|DASTNU010000699.1_4	LIPO	330
GCA_035759315.1|DASTVB010000101.1_4	SP	342
GCA_035760665.1|DASTSN010000033.1_19	SP	322
GCA_035760825.1|DASTSF010000334.1_2	SP	322
GCA_035760885.1|DASTSB010000431.1_12	LIPO	503
GCA_035760965.1|DASTRY010000036.1_32	SP	319
GCA_035760985.1|DASTRX010000044.1_42	LIPO	306
GCA_035761885.1|DASTQG010000451.1_1	LIPO	330
GCA_035762175.1|DASTPP010000398.1_10	LIPO	691
GCA_035762565.1|DASTOJ010000005.1_42	SP	302
GCA_035762745.1|DASTNM010000330.1_2	SP	326
GCA_035763685.1|DASUAR010000111.1_12	SP	436
GCA_035763685.1|DASUAR010000244.1_59	SP	452
GCA_035764225.1|DASTZT010000773.1_10	SP	340
GCA_035764445.1|DASTZF010000327.1_8	SP	391
GCA_035765075.1|DASTYH010000012.1_2	SP	291
GCA_035765105.1|DASTYG010000107.1_62	SP	445
GCA_035765195.1|DASTYC010000019.1_162	SP	441
GCA_035765195.1|DASTYC010000023.1_143	LIPO	300
GCA_035765415.1|DASTXR010000057.1_46	SP	619
GCA_035765535.1|DASTXE010000006.1_580	LIPO	300
GCA_035776695.1|DASTWJ010000084.1_9	SP	334
GCA_035910535.1|JAMHXF010000090.1_165	SP	394
GCA_035910535.1|JAMHXF010000106.1_76	LIPO	439
GCA_035911315.1|JAMHVS010000036.1_318	SP	366
GCA_035911475.1|JAMHVM010000061.1_41	LIPO	357
GCA_035911475.1|JAMHVM010000120.1_2	SP	663
GCA_035913415.1|JAMIIV010000071.1_9	SP	356
GCA_035934385.1|DASYXY010000075.1_56	LIPO	304
GCA_035936415.1|DASYWD010000569.1_2	LIPO	344
GCA_035936835.1|DASYVT010000077.1_22	SP	323
GCA_035937415.1|DASZIB010000059.1_69	LIPO	282
GCA_035937795.1|DASZHO010000001.1_5	LIPO	324
GCA_035938095.1|DASZHF010000094.1_3	SP	442
GCA_035939115.1|DASZGF010000268.1_31	SP	337
GCA_035939495.1|DASZFU010000061.1_4	SP	344
GCA_035939595.1|DASZFQ010000012.1_35	SP	302
GCA_035939615.1|DASZFP010000205.1_4	SP	365
GCA_035940535.1|DASZEU010000096.1_3	SP	345
GCA_035940575.1|DASZER010000043.1_97	SP	384
GCA_035941045.1|DASZEK010000035.1_93	SP	332
GCA_035943995.1|DASZBS010000041.1_11	SP	292
GCA_035943995.1|DASZBS010000091.1_9	LIPO	386
GCA_035943995.1|DASZBS010000121.1_96	LIPO	443
GCA_035946515.1|DASYZF010000381.1_2	SP	310
GCA_035946955.1|DASYYE010000562.1_23	SP	339
GCA_035948855.1|DASZIT010000074.1_18	LIPO	351
GCA_035949055.1|DASZIO010000029.1_29	LIPO	361
GCA_035949355.1|DASZIH010000056.1_12	SP	316
GCA_035995025.1|DASYKY010000024.1_112	SP	292
GCA_035995025.1|DASYKY010000044.1_70	SP	318
GCA_035995425.1|DASYKM010000187.1_29	SP	517
